"index","county","report","offense","action","year","value"
"28","Napa","Caseload","Misdemeanor",NA,2008,999
"28","Napa","Actions","Total","Placed on Probation",2008,1494
"28","Napa","Actions","Total","Removed from Probation",2008,1661
"28","Napa","Actions","Total","Terminated",2008,471
"28","Napa","Actions","Total","Revoked",2008,424
"28","Napa","Actions","Total","Other",2008,766
"28","Napa","Actions","Felony","Placed on Probation",2008,724
"28","Napa","Actions","Felony","Removed from Probation",2008,754
"28","Napa","Actions","Felony","Terminated",2008,216
"28","Napa","Actions","Felony","Revoked",2008,211
"28","Napa","Actions","Felony","Other",2008,327
"28","Napa","Actions","Misdemeanor","Placed on Probation",2008,770
"28","Napa","Actions","Misdemeanor","Removed from Probation",2008,907
"28","Napa","Actions","Misdemeanor","Terminated",2008,255
"28","Napa","Actions","Misdemeanor","Revoked",2008,213
"28","Napa","Actions","Misdemeanor","Other",2008,439
"28","Napa","Caseload","Total",NA,2009,1987
"28","Napa","Caseload","Felony",NA,2009,1017
"28","Napa","Caseload","Misdemeanor",NA,2009,970
"28","Napa","Actions","Total","Placed on Probation",2009,1369
"28","Napa","Actions","Total","Removed from Probation",2009,1394
"28","Napa","Actions","Total","Terminated",2009,493
"28","Napa","Actions","Total","Revoked",2009,358
"28","Napa","Actions","Total","Other",2009,543
"28","Napa","Actions","Felony","Placed on Probation",2009,677
"28","Napa","Actions","Felony","Removed from Probation",2009,673
"28","Napa","Actions","Felony","Terminated",2009,196
"28","Napa","Actions","Felony","Revoked",2009,183
"28","Napa","Actions","Felony","Other",2009,294
"28","Napa","Actions","Misdemeanor","Placed on Probation",2009,692
"28","Napa","Actions","Misdemeanor","Removed from Probation",2009,721
"28","Napa","Actions","Misdemeanor","Terminated",2009,297
"28","Napa","Actions","Misdemeanor","Revoked",2009,175
"28","Napa","Actions","Misdemeanor","Other",2009,249
"28","Napa","Caseload","Total",NA,2010,2196
"28","Napa","Caseload","Felony",NA,2010,1021
"28","Napa","Caseload","Misdemeanor",NA,2010,1175
"28","Napa","Actions","Total","Placed on Probation",2010,1299
"28","Napa","Actions","Total","Removed from Probation",2010,1090
"28","Napa","Actions","Total","Terminated",2010,465
"28","Napa","Actions","Total","Revoked",2010,386
"28","Napa","Actions","Total","Other",2010,239
"28","Napa","Actions","Felony","Placed on Probation",2010,549
"28","Napa","Actions","Felony","Removed from Probation",2010,545
"28","Napa","Actions","Felony","Terminated",2010,218
"28","Napa","Actions","Felony","Revoked",2010,216
"28","Napa","Actions","Felony","Other",2010,111
"28","Napa","Actions","Misdemeanor","Placed on Probation",2010,750
"28","Napa","Actions","Misdemeanor","Removed from Probation",2010,545
"28","Napa","Actions","Misdemeanor","Terminated",2010,247
"28","Napa","Actions","Misdemeanor","Revoked",2010,170
"28","Napa","Actions","Misdemeanor","Other",2010,128
"28","Napa","Caseload","Total",NA,2011,2340
"28","Napa","Caseload","Felony",NA,2011,959
"28","Napa","Caseload","Misdemeanor",NA,2011,1381
"28","Napa","Actions","Total","Placed on Probation",2011,1097
"28","Napa","Actions","Total","Removed from Probation",2011,953
"28","Napa","Actions","Total","Terminated",2011,633
"28","Napa","Actions","Total","Revoked",2011,307
"28","Napa","Actions","Total","Other",2011,13
"28","Napa","Actions","Felony","Placed on Probation",2011,427
"28","Napa","Actions","Felony","Removed from Probation",2011,489
"28","Napa","Actions","Felony","Terminated",2011,315
"28","Napa","Actions","Felony","Revoked",2011,164
"28","Napa","Actions","Felony","Other",2011,10
"28","Napa","Actions","Misdemeanor","Placed on Probation",2011,670
"28","Napa","Actions","Misdemeanor","Removed from Probation",2011,464
"28","Napa","Actions","Misdemeanor","Terminated",2011,318
"28","Napa","Actions","Misdemeanor","Revoked",2011,143
"28","Napa","Actions","Misdemeanor","Other",2011,3
"28","Napa","Caseload","Total",NA,2012,2264
"28","Napa","Caseload","Felony",NA,2012,891
"28","Napa","Caseload","Misdemeanor",NA,2012,1373
"28","Napa","Actions","Total","Placed on Probation",2012,1406
"28","Napa","Actions","Total","Removed from Probation",2012,1482
"28","Napa","Actions","Total","Terminated",2012,743
"28","Napa","Actions","Total","Revoked",2012,338
"28","Napa","Actions","Total","Other",2012,401
"28","Napa","Actions","Felony","Placed on Probation",2012,602
"28","Napa","Actions","Felony","Removed from Probation",2012,670
"28","Napa","Actions","Felony","Terminated",2012,286
"28","Napa","Actions","Felony","Revoked",2012,176
"28","Napa","Actions","Felony","Other",2012,208
"28","Napa","Actions","Misdemeanor","Placed on Probation",2012,804
"28","Napa","Actions","Misdemeanor","Removed from Probation",2012,812
"28","Napa","Actions","Misdemeanor","Terminated",2012,457
"28","Napa","Actions","Misdemeanor","Revoked",2012,162
"28","Napa","Actions","Misdemeanor","Other",2012,193
"28","Napa","Caseload","Total",NA,2013,2028
"28","Napa","Caseload","Felony",NA,2013,829
"28","Napa","Caseload","Misdemeanor",NA,2013,1199
"28","Napa","Actions","Total","Placed on Probation",2013,1306
"28","Napa","Actions","Total","Removed from Probation",2013,1542
"28","Napa","Actions","Total","Terminated",2013,601
"28","Napa","Actions","Total","Revoked",2013,380
"28","Napa","Actions","Total","Other",2013,561
"28","Napa","Actions","Felony","Placed on Probation",2013,552
"28","Napa","Actions","Felony","Removed from Probation",2013,614
"28","Napa","Actions","Felony","Terminated",2013,210
"28","Napa","Actions","Felony","Revoked",2013,194
"28","Napa","Actions","Felony","Other",2013,210
"28","Napa","Actions","Misdemeanor","Placed on Probation",2013,754
"28","Napa","Actions","Misdemeanor","Removed from Probation",2013,928
"28","Napa","Actions","Misdemeanor","Terminated",2013,391
"28","Napa","Actions","Misdemeanor","Revoked",2013,186
"28","Napa","Actions","Misdemeanor","Other",2013,351
"28","Napa","Caseload","Total",NA,2014,2088
"28","Napa","Caseload","Felony",NA,2014,1020
"28","Napa","Caseload","Misdemeanor",NA,2014,1068
"28","Napa","Actions","Total","Placed on Probation",2014,1759
"28","Napa","Actions","Total","Removed from Probation",2014,1699
"28","Napa","Actions","Total","Terminated",2014,608
"28","Napa","Actions","Total","Revoked",2014,878
"28","Napa","Actions","Total","Other",2014,213
"28","Napa","Actions","Felony","Placed on Probation",2014,1022
"28","Napa","Actions","Felony","Removed from Probation",2014,831
"28","Napa","Actions","Felony","Terminated",2014,215
"28","Napa","Actions","Felony","Revoked",2014,486
"28","Napa","Actions","Felony","Other",2014,130
"28","Napa","Actions","Misdemeanor","Placed on Probation",2014,737
"28","Napa","Actions","Misdemeanor","Removed from Probation",2014,868
"28","Napa","Actions","Misdemeanor","Terminated",2014,393
"28","Napa","Actions","Misdemeanor","Revoked",2014,392
"28","Napa","Actions","Misdemeanor","Other",2014,83
"29","Nevada","Caseload","Total",NA,2005,745
"29","Nevada","Caseload","Felony",NA,2005,591
"29","Nevada","Caseload","Misdemeanor",NA,2005,154
"29","Nevada","Actions","Total","Placed on Probation",2005,377
"29","Nevada","Actions","Total","Removed from Probation",2005,356
"29","Nevada","Actions","Total","Terminated",2005,185
"29","Nevada","Actions","Total","Revoked",2005,153
"29","Nevada","Actions","Total","Other",2005,18
"29","Nevada","Actions","Felony","Placed on Probation",2005,257
"29","Nevada","Actions","Felony","Removed from Probation",2005,238
"29","Nevada","Actions","Felony","Terminated",2005,139
"29","Nevada","Actions","Felony","Revoked",2005,92
"29","Nevada","Actions","Felony","Other",2005,7
"29","Nevada","Actions","Misdemeanor","Placed on Probation",2005,120
"29","Nevada","Actions","Misdemeanor","Removed from Probation",2005,118
"29","Nevada","Actions","Misdemeanor","Terminated",2005,46
"29","Nevada","Actions","Misdemeanor","Revoked",2005,61
"29","Nevada","Actions","Misdemeanor","Other",2005,11
"29","Nevada","Caseload","Total",NA,2006,777
"29","Nevada","Caseload","Felony",NA,2006,604
"29","Nevada","Caseload","Misdemeanor",NA,2006,173
"29","Nevada","Actions","Total","Placed on Probation",2006,381
"29","Nevada","Actions","Total","Removed from Probation",2006,349
"29","Nevada","Actions","Total","Terminated",2006,246
"29","Nevada","Actions","Total","Revoked",2006,63
"29","Nevada","Actions","Total","Other",2006,40
"29","Nevada","Actions","Felony","Placed on Probation",2006,227
"29","Nevada","Actions","Felony","Removed from Probation",2006,214
"29","Nevada","Actions","Felony","Terminated",2006,162
"29","Nevada","Actions","Felony","Revoked",2006,41
"29","Nevada","Actions","Felony","Other",2006,11
"29","Nevada","Actions","Misdemeanor","Placed on Probation",2006,154
"29","Nevada","Actions","Misdemeanor","Removed from Probation",2006,135
"29","Nevada","Actions","Misdemeanor","Terminated",2006,84
"29","Nevada","Actions","Misdemeanor","Revoked",2006,22
"29","Nevada","Actions","Misdemeanor","Other",2006,29
"29","Nevada","Caseload","Total",NA,2007,671
"29","Nevada","Caseload","Felony",NA,2007,535
"29","Nevada","Caseload","Misdemeanor",NA,2007,136
"29","Nevada","Actions","Total","Placed on Probation",2007,289
"29","Nevada","Actions","Total","Removed from Probation",2007,395
"29","Nevada","Actions","Total","Terminated",2007,256
"29","Nevada","Actions","Total","Revoked",2007,0
"29","Nevada","Actions","Total","Other",2007,139
"29","Nevada","Actions","Felony","Placed on Probation",2007,220
"29","Nevada","Actions","Felony","Removed from Probation",2007,289
"29","Nevada","Actions","Felony","Terminated",2007,183
"29","Nevada","Actions","Felony","Revoked",2007,0
"29","Nevada","Actions","Felony","Other",2007,106
"29","Nevada","Actions","Misdemeanor","Placed on Probation",2007,69
"29","Nevada","Actions","Misdemeanor","Removed from Probation",2007,106
"29","Nevada","Actions","Misdemeanor","Terminated",2007,73
"29","Nevada","Actions","Misdemeanor","Revoked",2007,0
"29","Nevada","Actions","Misdemeanor","Other",2007,33
"29","Nevada","Caseload","Total",NA,2008,635
"29","Nevada","Caseload","Felony",NA,2008,489
"29","Nevada","Caseload","Misdemeanor",NA,2008,146
"29","Nevada","Actions","Total","Placed on Probation",2008,222
"29","Nevada","Actions","Total","Removed from Probation",2008,258
"29","Nevada","Actions","Total","Terminated",2008,197
"29","Nevada","Actions","Total","Revoked",2008,0
"29","Nevada","Actions","Total","Other",2008,61
"29","Nevada","Actions","Felony","Placed on Probation",2008,150
"29","Nevada","Actions","Felony","Removed from Probation",2008,196
"29","Nevada","Actions","Felony","Terminated",2008,144
"29","Nevada","Actions","Felony","Revoked",2008,0
"29","Nevada","Actions","Felony","Other",2008,52
"29","Nevada","Actions","Misdemeanor","Placed on Probation",2008,72
"29","Nevada","Actions","Misdemeanor","Removed from Probation",2008,62
"29","Nevada","Actions","Misdemeanor","Terminated",2008,53
"29","Nevada","Actions","Misdemeanor","Revoked",2008,0
"29","Nevada","Actions","Misdemeanor","Other",2008,9
"29","Nevada","Caseload","Total",NA,2009,571
"29","Nevada","Caseload","Felony",NA,2009,459
"29","Nevada","Caseload","Misdemeanor",NA,2009,112
"29","Nevada","Actions","Total","Placed on Probation",2009,189
"29","Nevada","Actions","Total","Removed from Probation",2009,253
"29","Nevada","Actions","Total","Terminated",2009,204
"29","Nevada","Actions","Total","Revoked",2009,0
"29","Nevada","Actions","Total","Other",2009,49
"29","Nevada","Actions","Felony","Placed on Probation",2009,136
"29","Nevada","Actions","Felony","Removed from Probation",2009,166
"29","Nevada","Actions","Felony","Terminated",2009,137
"29","Nevada","Actions","Felony","Revoked",2009,0
"29","Nevada","Actions","Felony","Other",2009,29
"29","Nevada","Actions","Misdemeanor","Placed on Probation",2009,53
"29","Nevada","Actions","Misdemeanor","Removed from Probation",2009,87
"29","Nevada","Actions","Misdemeanor","Terminated",2009,67
"29","Nevada","Actions","Misdemeanor","Revoked",2009,0
"29","Nevada","Actions","Misdemeanor","Other",2009,20
"29","Nevada","Caseload","Total",NA,2010,590
"29","Nevada","Caseload","Felony",NA,2010,465
"29","Nevada","Caseload","Misdemeanor",NA,2010,125
"29","Nevada","Actions","Total","Placed on Probation",2010,246
"29","Nevada","Actions","Total","Removed from Probation",2010,227
"29","Nevada","Actions","Total","Terminated",2010,170
"29","Nevada","Actions","Total","Revoked",2010,0
"29","Nevada","Actions","Total","Other",2010,57
"29","Nevada","Actions","Felony","Placed on Probation",2010,171
"29","Nevada","Actions","Felony","Removed from Probation",2010,165
"29","Nevada","Actions","Felony","Terminated",2010,128
"29","Nevada","Actions","Felony","Revoked",2010,0
"29","Nevada","Actions","Felony","Other",2010,37
"29","Nevada","Actions","Misdemeanor","Placed on Probation",2010,75
"29","Nevada","Actions","Misdemeanor","Removed from Probation",2010,62
"29","Nevada","Actions","Misdemeanor","Terminated",2010,42
"29","Nevada","Actions","Misdemeanor","Revoked",2010,0
"29","Nevada","Actions","Misdemeanor","Other",2010,20
"29","Nevada","Caseload","Total",NA,2011,547
"29","Nevada","Caseload","Felony",NA,2011,427
"29","Nevada","Caseload","Misdemeanor",NA,2011,120
"29","Nevada","Actions","Total","Placed on Probation",2011,285
"29","Nevada","Actions","Total","Removed from Probation",2011,328
"29","Nevada","Actions","Total","Terminated",2011,221
"29","Nevada","Actions","Total","Revoked",2011,0
"29","Nevada","Actions","Total","Other",2011,107
"29","Nevada","Actions","Felony","Placed on Probation",2011,204
"29","Nevada","Actions","Felony","Removed from Probation",2011,242
"29","Nevada","Actions","Felony","Terminated",2011,176
"29","Nevada","Actions","Felony","Revoked",2011,0
"29","Nevada","Actions","Felony","Other",2011,66
"29","Nevada","Actions","Misdemeanor","Placed on Probation",2011,81
"29","Nevada","Actions","Misdemeanor","Removed from Probation",2011,86
"29","Nevada","Actions","Misdemeanor","Terminated",2011,45
"29","Nevada","Actions","Misdemeanor","Revoked",2011,0
"29","Nevada","Actions","Misdemeanor","Other",2011,41
"29","Nevada","Caseload","Total",NA,2012,609
"29","Nevada","Caseload","Felony",NA,2012,474
"29","Nevada","Caseload","Misdemeanor",NA,2012,135
"29","Nevada","Actions","Total","Placed on Probation",2012,353
"29","Nevada","Actions","Total","Removed from Probation",2012,291
"29","Nevada","Actions","Total","Terminated",2012,79
"29","Nevada","Actions","Total","Revoked",2012,0
"29","Nevada","Actions","Total","Other",2012,212
"29","Nevada","Actions","Felony","Placed on Probation",2012,254
"29","Nevada","Actions","Felony","Removed from Probation",2012,207
"29","Nevada","Actions","Felony","Terminated",2012,66
"29","Nevada","Actions","Felony","Revoked",2012,0
"29","Nevada","Actions","Felony","Other",2012,141
"29","Nevada","Actions","Misdemeanor","Placed on Probation",2012,99
"29","Nevada","Actions","Misdemeanor","Removed from Probation",2012,84
"29","Nevada","Actions","Misdemeanor","Terminated",2012,13
"29","Nevada","Actions","Misdemeanor","Revoked",2012,0
"29","Nevada","Actions","Misdemeanor","Other",2012,71
"29","Nevada","Caseload","Total",NA,2013,557
"29","Nevada","Caseload","Felony",NA,2013,409
"29","Nevada","Caseload","Misdemeanor",NA,2013,148
"29","Nevada","Actions","Total","Placed on Probation",2013,311
"29","Nevada","Actions","Total","Removed from Probation",2013,363
"29","Nevada","Actions","Total","Terminated",2013,104
"29","Nevada","Actions","Total","Revoked",2013,0
"29","Nevada","Actions","Total","Other",2013,259
"29","Nevada","Actions","Felony","Placed on Probation",2013,225
"29","Nevada","Actions","Felony","Removed from Probation",2013,290
"29","Nevada","Actions","Felony","Terminated",2013,84
"29","Nevada","Actions","Felony","Revoked",2013,0
"29","Nevada","Actions","Felony","Other",2013,206
"29","Nevada","Actions","Misdemeanor","Placed on Probation",2013,86
"29","Nevada","Actions","Misdemeanor","Removed from Probation",2013,73
"29","Nevada","Actions","Misdemeanor","Terminated",2013,20
"29","Nevada","Actions","Misdemeanor","Revoked",2013,0
"29","Nevada","Actions","Misdemeanor","Other",2013,53
"29","Nevada","Caseload","Total",NA,2014,513
"29","Nevada","Caseload","Felony",NA,2014,394
"29","Nevada","Caseload","Misdemeanor",NA,2014,119
"29","Nevada","Actions","Total","Placed on Probation",2014,334
"29","Nevada","Actions","Total","Removed from Probation",2014,378
